"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS01","OUT035",3131.84538372438
"NCG55","OUT045",1870.70910870851
"FDC11","OUT035",1560.97734679484
"FDX35","OUT018",3344.66132177474
"NCB06","OUT046",2630.45465971905
"FDR09","OUT019",1086.28429719041
"FDC53","OUT017",1602.96388748779
"FDY45","OUT013",4240.73168055836
"FDA22","OUT010",607.33796411455
"FDE02","OUT035",1617.95901513432
"FDW21","OUT045",1616.67704029293
"FDV34","OUT046",1190.00447282825
"FDS59","OUT049",1802.1962301697
"NCW17","OUT017",2216.3491683248
"NCK54","OUT046",1859.44362379634
"FDG17","OUT019",1053.67168900384
"FDG35","OUT017",3145.79418633427
"FDD08","OUT010",91.6520331723016
"NCO07","OUT017",3563.41183668331
"FDJ10","OUT010",483.636764231711
"FDW36","OUT017",1769.8602710004
"FDW21","OUT010",348.068580570544
"FDY19","OUT017",2003.56638009673
"DRE03","OUT013",768.622665932762
"NCC55","OUT049",590.238317552725
"FDH52","OUT010",227.709649544655
"FDO09","OUT017",4576.41776894947
"FDU43","OUT045",3928.25280832954
"FDX09","OUT010",630.840640608883
"FDH40","OUT019",327.529725264199
"FDW58","OUT017",1783.32523004866
"FDC47","OUT017",3889.27723175278
"NCR41","OUT035",1641.5212537566
"DRG49","OUT035",4273.12862891761
"FDC52","OUT027",4001.3605945079
"FDY13","OUT046",1214.75034186959
"FDY35","OUT013",717.963438902409
"FDI35","OUT017",3318.37982182917
"NCU18","OUT049",2374.28570495421
"FDY33","OUT018",2329.13702060176
"FDC15","OUT027",4161.81341216248
"FDU01","OUT049",3172.05057572365
"NCU42","OUT046",2749.63568918345
"NCV29","OUT018",2603.13278876691
"NCY30","OUT017",3184.24184570425
"FDQ46","OUT049",1886.55256566345
"FDG58","OUT027",4109.52977248817
"FDK33","OUT017",3693.71722322915
"NCD07","OUT045",1871.39101601818
"NCX29","OUT027",3912.12825578899
"NCT42","OUT013",2454.57682772095
"DRN59","OUT035",785.714987091591
"FDI44","OUT035",1342.09470885461
"FDA45","OUT049",2993.7295382511
"FDP31","OUT045",1019.17380998531
"FDY01","OUT046",1849.97143133111
"FDT09","OUT018",1920.37173419317
"DRH03","OUT027",2589.37364998016
"FDA36","OUT018",2748.69476824911
"NCF31","OUT017",2623.81816221601
"FDG14","OUT049",2556.93040690853
"FDG28","OUT027",6658.03405817147
"FDU14","OUT049",4224.73516614369
"FDY47","OUT019",523.171672551749
"FDI56","OUT049",1531.59765624441
"DRD01","OUT013",924.576213142028
"FDM22","OUT046",898.418200006097
"FDH33","OUT013",685.568080755137
"DRZ24","OUT013",1945.67870255931
"NCQ38","OUT046",1731.06547628631
"FDO16","OUT027",2247.92127810077
"FDU07","OUT027",4067.69055216017
"NCB07","OUT013",3225.64676188778
"FDU48","OUT045",2142.44603130826
"NCM43","OUT045",2721.88900856015
"FDR31","OUT010",516.276098972204
"DRK49","OUT018",574.8409122455
"NCI30","OUT010",873.844886460488
"DRD60","OUT017",3124.58249859659
"NCG19","OUT046",3735.14197160251
"FDH12","OUT035",1783.53193967039
"FDM32","OUT035",1594.11661453379
"FDM27","OUT035",2643.26423954666
"NCU53","OUT027",4495.62671415139
"NCQ18","OUT046",1563.34815297746
"FDS10","OUT013",2976.26937329841
"FDB33","OUT027",4201.8284200367
"FDI12","OUT013",1406.58190684153
"NCW42","OUT013",3671.86547599085
"NCC06","OUT018",1860.39091491141
"FDW02","OUT017",2121.01515000715
"NCD43","OUT017",1798.65585033393
"FDM57","OUT018",1167.18292415161
"FDA58","OUT017",4053.96999823583
"FDK56","OUT046",3052.0618405217
"FDP52","OUT045",3792.82398607261
"FDW20","OUT018",1813.20773640786
"FDS52","OUT049",1616.59752247779
"NCT29","OUT018",1747.40566082756
"NCL54","OUT013",2914.48398896327
"FDC05","OUT045",3226.0886354067
"FDF34","OUT035",3471.47179043614
"FDP03","OUT027",3370.84378790903
"FDD32","OUT010",297.892272301259
"FDZ10","OUT045",2067.42951465291
"FDZ40","OUT035",921.889551756813
"FDD51","OUT018",610.498841572297
"NCY30","OUT019",768.732517352717
"FDP58","OUT017",3729.76288035917
"FDV49","OUT017",4657.41389476893
"FDY24","OUT019",183.181941221145
"NCO55","OUT017",1790.01190668387
"FDR13","OUT017",2002.74471823924
"FDS51","OUT017",1049.55865468468
"FDP26","OUT045",1718.60763100505
"NCB54","OUT027",3500.7270863197
"FDF32","OUT017",3400.18081846459
"FDN31","OUT018",2825.80811893491
"DRM48","OUT017",577.802116422657
"FDN20","OUT049",2890.15846203973
"DRL01","OUT046",3874.54107825535
"FDV56","OUT049",1806.07063560339
"DRH13","OUT027",2880.72057611669
"FDA03","OUT017",2465.36223727405
"FDF47","OUT027",6071.64305371615
"FDX32","OUT046",2398.02844627321
"FDX57","OUT049",1618.36171128022
"NCA30","OUT045",3094.56525562492
"FDO49","OUT013",782.414952565905
"FDL04","OUT019",367.421121939932
"DRM48","OUT035",606.568586056045
"FDR16","OUT013",3528.14933534253
"NCC19","OUT018",2840.01280865626
"NCE42","OUT045",3721.63075131881
"FDY24","OUT017",926.856285769558
"FDH19","OUT049",2970.49860670964
"FDJ46","OUT013",2867.15552486359
"FDN45","OUT010",788.047896270449
"FDY08","OUT035",2310.51532208864
"FDZ37","OUT035",1506.08141452171
"NCT30","OUT045",757.825797303666
"DRY23","OUT018",589.622210520749
"NCZ30","OUT018",1760.25397855369
"FDC44","OUT018",1730.5083365773
"FDB45","OUT035",1819.23996650022
"FDY04","OUT013",2698.76250637962
"FDM27","OUT046",2627.22804630646
"FDZ43","OUT017",4203.5386077062
"FDT39","OUT019",615.148231794871
"NCC06","OUT019",518.379341760152
"FDL15","OUT027",4242.49208915446
"FDL57","OUT017",4487.18588366823
"FDU08","OUT046",1607.96278104207
"FDK40","OUT017",4695.55950189026
"FDQ12","OUT010",856.445475875882
"FDS48","OUT017",2607.60782869009
"FDP09","OUT045",3479.31366114739
"FDW21","OUT049",1594.6063500642
"FDY25","OUT035",3129.84926543013
"DRE13","OUT017",1464.04343233002
"FDV43","OUT019",156.310599498268
"FDD22","OUT045",1797.08148684371
"FDM46","OUT019",323.921970606311
"NCO30","OUT010",685.217162896767
"FDM25","OUT046",2873.20381108187
"NCN41","OUT049",2066.60212029564
"FDU24","OUT045",1542.60431962995
"FDZ50","OUT046",3006.11273761618
"FDP45","OUT013",4178.20622775994
"NCM54","OUT045",2041.55307077605
"FDW10","OUT019",718.727960245161
"FDP20","OUT017",2250.44374277022
"FDK32","OUT046",2493.44596676935
"FDN52","OUT049",1471.1862330713
"FDM58","OUT045",1775.83146177622
"FDZ46","OUT027",2936.16037824689
"NCA18","OUT018",1704.21144256735
"FDD35","OUT046",1990.97070783288
"NCK31","OUT035",852.179492150892
"FDI40","OUT027",2705.31009039242
"FDT50","OUT019",329.69446279559
"NCT06","OUT046",2646.04054499431
"FDT31","OUT035",3314.11217500896
"FDT45","OUT049",890.381673389337
"FDT13","OUT045",3099.62306776366
"FDO50","OUT045",1458.50949716289
"NCU18","OUT010",487.47756729231
"NCR54","OUT049",3312.47789354114
"NCO18","OUT018",2605.92925306454
"FDU09","OUT045",910.033904673308
"FDT13","OUT018",2762.59937003359
"FDE09","OUT046",1851.70086103215
"NCK53","OUT019",411.931888395105
"FDG45","OUT049",3663.74894055834
"DRH15","OUT035",759.403705698827
"FDO21","OUT019",957.801876103929
"FDD14","OUT027",4995.85240302817
"FDC09","OUT046",1673.59810400521
"FDH45","OUT027",1082.8674016276
"FDV32","OUT046",1056.50122950613
"FDG12","OUT035",2016.91496212793
"FDS32","OUT013",2290.64902262485
"NCL55","OUT018",3710.53002011584
"DRE01","OUT035",4163.6001720499
"DRE15","OUT049",1287.67311277614
"NCL42","OUT045",4087.55523114447
"FDP31","OUT013",1014.98206703309
"FDN33","OUT018",1359.50683156387
"FDZ59","OUT046",2703.56657847452
"FDE45","OUT010",666.537464427326
"FDJ07","OUT013",1953.87352177207
"FDQ45","OUT018",2715.83865174504
"FDM33","OUT027",5863.23296151156
"FDO15","OUT010",261.617364770447
"FDM46","OUT013",1466.77155036435
"FDR03","OUT045",3257.64150703589
"FDY49","OUT018",2424.28378352115
"FDQ60","OUT045",1910.53678455259
"FDW10","OUT049",2981.72555156392
"FDO51","OUT049",733.609745777794
"FDJ40","OUT018",1561.88813958196
"FDS20","OUT018",2722.37158737643
"FDU45","OUT013",1837.4990959184
"FDV02","OUT035",2893.56965469984
"FDN09","OUT046",4025.52130507807
"NCM55","OUT027",5062.8572401528
"FDN23","OUT018",2053.09245134962
"FDY31","OUT010",538.376345363503
"FDW03","OUT010",353.678645141729
"FDD14","OUT046",2980.88257550824
"FDV23","OUT017",2127.30804316511
"DRI03","OUT045",2874.90562743668
"FDN13","OUT035",1631.77634109507
"FDF45","OUT027",1604.59955785299
"FDU46","OUT035",1455.57764001499
"FDB57","OUT049",3855.39570692321
"FDV12","OUT049",1670.87678312019
"FDQ58","OUT013",2505.90460795684
"NCA18","OUT017",1973.88349762853
"FDH52","OUT049",1028.28991447936
"FDM24","OUT018",2201.52310747174
"NCP43","OUT027",4977.97909197543
"NCO18","OUT019",741.122777510024
"FDM32","OUT017",1575.57331006876
"NCL07","OUT017",636.574282838053
"FDK03","OUT013",4176.63548085444
"FDP59","OUT017",1739.29060352176
"FDQ24","OUT049",4263.688658294
"FDQ16","OUT018",1564.09717285067
"FDU44","OUT013",2656.33852393331
"FDH28","OUT010",139.615025204491
"FDV28","OUT019",124.821804867529
"FDM22","OUT045",866.167091647845
"FDR56","OUT046",3231.48747442681
"FDV39","OUT049",3338.67588825668
"FDU37","OUT019",281.241079320105
"FDQ11","OUT010",924.432361771567
"FDX02","OUT045",3639.90599825407
"NCS42","OUT018",1342.70383159503
"FDY57","OUT027",2549.86037054117
"FDB21","OUT049",4303.19742963591
"FDE28","OUT017",3933.72672069302
"FDQ55","OUT017",1963.07073664932
"FDA48","OUT049",3786.84883165392
"FDZ19","OUT045",2823.08174604574
"NCC43","OUT045",4142.8998902675
"NCV18","OUT046",1291.49236092244
"NCA42","OUT018",2331.31563530425
"FDY45","OUT046",4259.00814688443
"NCC30","OUT045",2927.74281654503
"FDM57","OUT013",1358.39600376753
"FDL09","OUT010",585.159125629181
"FDB09","OUT027",3401.75595186522
"FDT44","OUT035",1988.92422483272
"NCT06","OUT027",4449.42643793121
"FDX26","OUT049",3096.27267190666
"FDK32","OUT013",2526.45683162072
"DRA12","OUT046",2335.28425772479
"FDO46","OUT010",695.086189796144
"FDE52","OUT013",1401.05223005741
"NCH42","OUT045",3768.67830859993
"FDV08","OUT035",724.331723208814
"FDB47","OUT018",3111.67300948085
"FDC28","OUT010",361.459104258558
"FDD22","OUT046",1853.14167696011
"FDS07","OUT027",3141.61151374467
"DRI13","OUT045",3684.66951490386
"FDG32","OUT018",3380.23141296337
"FDU14","OUT017",4330.26306403436
"FDD28","OUT019",231.639113365145
"NCP41","OUT017",1873.97455320951
"FDS08","OUT049",2992.56106109913
"FDX47","OUT045",2571.54976385201
"FDC53","OUT019",396.820446860109
"FDQ19","OUT035",4296.21247042411
"FDL14","OUT045",2528.59069631291
"FDM33","OUT019",894.796256035254
"FDA51","OUT045",1781.35050827137
"FDZ27","OUT018",694.801942482788
"FDT04","OUT046",664.352870578396
"DRC13","OUT049",2087.99680425016
"FDR16","OUT027",5634.61028674322
"FDQ03","OUT027",6406.58951946977
"FDE38","OUT035",2886.24119240229
"DRH23","OUT027",1544.82483983555
"FDT11","OUT019",809.964766110959
"FDD09","OUT035",3169.65713459932
"FDR40","OUT045",1324.93510839307
"FDX07","OUT017",3230.15247768819
"FDR07","OUT035",1647.3641633494
"FDA51","OUT017",1893.32984292768
"FDT59","OUT019",993.355163867917
"FDF20","OUT017",3364.55131203227
"FDR13","OUT045",1852.54446072102
"FDY26","OUT049",3550.08460262399
"FDW04","OUT017",2214.56872065615
"FDK52","OUT017",3883.06176459982
"FDN60","OUT049",2660.7988586561
"FDM09","OUT019",677.534971985868
"FDP46","OUT049",1432.67112251451
"FDB50","OUT019",276.708156239332
"NCQ29","OUT049",4402.92703801132
"FDP16","OUT027",6654.39472715624
"FDX33","OUT018",2367.80165132788
"FDP07","OUT010",704.269385455775
"FDN22","OUT046",4139.50280972415
"FDF39","OUT049",4264.20010935151
"FDS21","OUT017",1049.18533107475
"NCM42","OUT013",1723.89879042461
"FDK50","OUT019",692.111010721636
"DRF13","OUT027",3968.04558717987
"FDH35","OUT018",2408.53272054487
"FDP60","OUT018",1445.89574151264
"DRJ49","OUT027",3437.51624880609
"NCT42","OUT019",606.1322052652
"FDE38","OUT049",2838.63279000752
"FDI04","OUT049",3378.71341509489
"NCH54","OUT045",2572.16943646662
"FDT56","OUT049",998.165995924767
"DRD15","OUT018",3403.92535649194
"FDV58","OUT013",3220.73206388204
"FDP21","OUT049",3182.1675332106
"FDH05","OUT013",3868.40880318839
"FDR10","OUT027",4223.6168899494
"NCP06","OUT045",2417.44613971044
"FDF33","OUT049",1877.23856165994
"DRK37","OUT013",3129.47932901291
"DRH49","OUT045",1397.38826284101
"FDT58","OUT013",2769.54750304971
"FDD41","OUT018",1516.27864911289
"FDP40","OUT018",1574.98964380016
"FDM51","OUT027",2740.35507887628
"FDO45","OUT010",309.19553943773
"FDW33","OUT010",338.21201644033
"FDY24","OUT045",875.023150178438
"FDB10","OUT010",856.172533478097
"FDM40","OUT035",2297.59854624213
"NCI06","OUT017",3113.3712981814
"FDW12","OUT019",591.967538458689
"FDX48","OUT027",4199.54331271064
"NCW05","OUT027",2848.71297367211
"FDX27","OUT017",1593.80578143814
"DRM37","OUT045",3309.19119318047
"FDA38","OUT045",3975.87424328112
"FDR36","OUT046",644.449095335523
"FDZ45","OUT046",3303.19547994527
"FDG05","OUT017",2699.0223697316
"FDK28","OUT013",4296.0429136488
"FDV47","OUT045",1386.27909729192
"FDN21","OUT045",2598.88814763876
"FDP20","OUT027",3456.3340203635
"FDI35","OUT045",3068.63658425694
"DRY23","OUT013",702.907389169323
"FDA56","OUT017",2101.46674851651
"FDB09","OUT013",2023.63203174935
"NCO26","OUT027",3120.00565067827
"FDQ49","OUT018",2299.97638541058
"FDI52","OUT027",3208.42737882894
"FDZ44","OUT027",3192.18947641956
"FDZ09","OUT018",2415.24354698628
"FDY03","OUT049",1849.69978851422
"NCG42","OUT017",2200.90732452314
"DRI13","OUT027",5904.79600463044
"FDQ32","OUT013",2131.17526345694
"FDW16","OUT035",1549.4954752217
"FDU27","OUT046",753.142105529706
"FDR28","OUT010",608.671759737351
"FDQ49","OUT010",591.258815111925
"FDS37","OUT046",1897.91581808068
"FDW26","OUT018",3230.23716941778
"FDX12","OUT018",3561.57351888633
"NCP06","OUT013",2470.14492887754
"FDW45","OUT010",538.747276649572
"NCN30","OUT049",1589.33140601894
"FDN24","OUT049",890.488986028931
"NCL41","OUT027",824.190150688788
"FDR02","OUT019",404.359610350254
"FDD09","OUT010",676.247293188615
"FDS33","OUT010",298.169786792339
"FDU22","OUT045",1923.44310055751
"FDI53","OUT013",2687.55989055902
"DRH01","OUT049",2975.93240041159
"FDX32","OUT013",2348.7083933483
"NCP30","OUT018",540.028796047841
"FDB60","OUT045",3213.9385265541
"FDB14","OUT049",1566.65255054909
"NCP02","OUT035",986.808214306946
"FDJ10","OUT017",2375.7252071132
"FDG34","OUT046",1790.59294684908
"NCB18","OUT017",1483.7612872215
"FDM16","OUT049",1238.59989331001
"FDW25","OUT018",1215.29415814937
"FDB35","OUT010",314.461203473536
"DRN11","OUT013",2320.18131735942
"FDF41","OUT019",906.815530686669
"FDH16","OUT045",1425.50252268039
"NCQ50","OUT018",3132.00958561538
"DRH23","OUT018",817.623623258751
"DRJ37","OUT013",2507.21479849886
"DRJ24","OUT027",4849.21958530511
"FDY16","OUT035",3145.47627914291
"FDQ27","OUT045",1691.66626827309
"FDZ33","OUT045",2401.66138847894
"FDF29","OUT045",2139.39872742672
"FDA08","OUT049",2789.37663338084
"FDG31","OUT046",1067.38907414183
"FDE34","OUT019",766.401286742335
"NCR30","OUT027",2021.20384689052
"FDV33","OUT035",4557.43084858993
"DRZ24","OUT018",1753.27596540552
"NCL54","OUT035",2955.53109695693
"FDR12","OUT049",2926.52866315643
"NCC54","OUT046",3987.00997373653
"DRN59","OUT013",751.727651820499
"FDX50","OUT019",401.968332474104
"FDV31","OUT027",4762.11015130938
"NCA29","OUT027",4680.35302478726
"FDW60","OUT049",3021.85055564877
"FDX08","OUT017",3211.43644665585
"DRD49","OUT013",3874.89600882262
"FDD33","OUT046",3811.40127533362
"FDW35","OUT013",657.301010242674
"FDJ36","OUT017",1736.84017481176
"FDV51","OUT035",2862.15824734928
"FDW36","OUT046",1724.76611191669
"FDH35","OUT046",2732.35380840546
"NCS30","OUT027",3543.4941269811
"FDN49","OUT017",623.626537831896
"FDL08","OUT018",3675.2760405328
"FDI09","OUT013",4220.82134605947
"FDP19","OUT018",1948.46451330676
"FDU21","OUT010",96.1594741413695
"NCP41","OUT045",1729.64762785367
"FDY10","OUT013",1849.7408595031
"FDP12","OUT018",488.004181598211
"NCN26","OUT049",1938.63500112386
"FDK44","OUT013",2885.17351839004
"FDC28","OUT049",1810.91144965573
"FDJ41","OUT027",6348.0135065469
"NCT29","OUT035",2084.07770176491
"NCH42","OUT019",977.625957673587
"FDU60","OUT018",2454.96326520567
"FDS02","OUT045",3093.69443010082
"FDC51","OUT046",1990.16136442205
"FDU03","OUT013",3034.74768297055
"FDX39","OUT045",3473.87380390723
"NCY05","OUT010",89.9532116178003
"NCL06","OUT027",6423.766820624
"FDD32","OUT035",1369.73129222696
"NCN41","OUT045",1990.74935140219
"NCX53","OUT049",2390.79761781996
"FDU57","OUT019",589.894992280675
"FDQ23","OUT046",1711.4102796555
"FDQ52","OUT045",4096.07208510426
"FDC14","OUT045",639.6154023971
"FDY09","OUT035",3076.12824445769
"FDQ28","OUT045",2554.19375206922
"FDV25","OUT046",3672.66587720534
"FDJ07","OUT035",1992.04094454945
"DRB25","OUT049",1779.13000663395
"FDK52","OUT019",942.126955105
"FDY52","OUT027",1655.15216284774
"FDB28","OUT046",3236.47459035388
"FDT36","OUT035",587.088657909897
"FDV25","OUT017",3831.41547299421
"NCN07","OUT027",3522.05213034951
"FDC57","OUT017",3333.59582837232
"FDQ03","OUT018",3497.13645218036
"FDU23","OUT017",2928.40376182972
"NCX41","OUT035",3750.44767681872
"NCD06","OUT035",791.566927028402
"FDW08","OUT045",1678.006850734
"NCU29","OUT017",2502.47609561532
"NCE06","OUT013",2656.77622933842
"FDV52","OUT010",400.912204875972
"FDB02","OUT017",3066.95439460225
"NCR18","OUT045",689.099709213431
"FDK16","OUT049",1583.18955912888
"NCQ29","OUT010",907.755611074372
"FDZ01","OUT019",408.912521800172
"FDW27","OUT035",2659.12776038343
"FDD17","OUT018",3513.8780146947
"FDW39","OUT013",2920.58811574109
"DRH59","OUT045",1174.2133091691
"FDS52","OUT013",1651.92493495269
"FDU40","OUT027",5294.86866018063
"NCF54","OUT013",2865.23193347392
"FDH46","OUT045",1653.62271217959
"NCP14","OUT049",1734.54834549223
"FDH50","OUT049",3150.52057440053
"DRF15","OUT010",550.791761245073
"FDV27","OUT027",2391.60806164578
"NCJ06","OUT049",2007.06460406944
"FDN02","OUT018",3034.90230230043
"FDQ51","OUT049",774.37908087933
