"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDF11","OUT013",3938.8209716601
"DRI59","OUT049",3704.50226491459
"NCG54","OUT035",2788.31200924223
"FDM44","OUT046",1667.9313826106
"FDT57","OUT018",3885.70653823916
"FDV24","OUT046",2487.19972295226
"FDI50","OUT019",668.074530677291
"FDS09","OUT035",842.211670083224
"NCC31","OUT027",4208.47933333333
"FDQ07","OUT019",642.301042231076
"FDC22","OUT017",3156.3034108629
"FDZ56","OUT046",2785.62750148927
"FDZ40","OUT019",158.136784063745
"FDS46","OUT027",3222.51766666667
"DRD24","OUT045",2313.00938409987
"FDV45","OUT017",3111.45634016645
"FDL26","OUT045",2562.73769172142
"FDA56","OUT018",2023.93132496715
"FDN27","OUT046",1943.97839369251
"FDM20","OUT049",4030.28833569864
"FDO16","OUT017",1362.40413381516
"FDL03","OUT035",3217.6424391152
"FDE58","OUT046",1924.75916049058
"FDI02","OUT027",3054.88322222222
"NCC55","OUT019",114.02076812749
"FDR03","OUT018",3385.21033420937
"FDB14","OUT017",1523.39235304424
"FDR45","OUT013",3962.97496176084
"NCN07","OUT017",2138.8618131406
"FDM51","OUT019",299.875722709163
"FDT52","OUT027",6667.11422222222
"FDL26","OUT046",2538.06390722733
"NCZ42","OUT046",3930.11935032852
"DRI47","OUT019",426.976178486056
"FDW40","OUT013",2322.31633561104
"FDN34","OUT046",2783.42002023653
"FDS01","OUT035",2934.01893127464
"NCG55","OUT045",1911.68534454665
"FDC11","OUT035",1437.94210258432
"FDX35","OUT018",3724.15575672361
"NCB06","OUT046",2638.31842838371
"FDR09","OUT019",762.086068525897
"FDC53","OUT017",1594.55812720105
"FDY45","OUT013",4198.41879307928
"FDA22","OUT010",494.133979282869
"FDE02","OUT035",1567.24260284713
"FDW21","OUT045",1658.66719899255
"FDV34","OUT046",1210.72286609724
"FDS59","OUT049",1795.54419601402
"NCW17","OUT017",2103.84148834866
"NCK54","OUT046",1928.09176631625
"FDG17","OUT019",716.203066135458
"FDG35","OUT017",2846.92376184845
"FDD08","OUT010",110.988213545817
"NCO07","OUT017",3473.34509242225
"FDJ10","OUT010",417.214648605578
"FDW36","OUT017",1711.73886452037
"FDW21","OUT010",296.264337848606
"FDY19","OUT017",1941.77091243977
"DRE03","OUT013",774.292965965834
"NCC55","OUT049",628.109017433202
"FDH52","OUT010",186.549316334661
"FDO09","OUT017",4353.95246101621
"FDU43","OUT045",3938.86373955322
"FDX09","OUT010",513.25590438247
"FDH40","OUT019",243.752643824701
"FDW58","OUT017",1718.31854038546
"FDC47","OUT017",3738.3974651336
"NCR41","OUT035",1552.95812654402
"DRG49","OUT035",4025.91614108629
"FDC52","OUT027",4145.14955555556
"FDY13","OUT046",1226.56672558038
"FDY35","OUT013",724.425602584319
"FDI35","OUT017",2989.86064034166
"NCU18","OUT049",2326.73129811651
"FDY33","OUT018",2607.62753031099
"FDC15","OUT027",4288.284
"FDU01","OUT049",3067.64885825668
"NCU42","OUT046",2788.91733942181
"NCV29","OUT018",2922.50449851073
"NCY30","OUT017",3008.51731125712
"FDQ46","OUT049",1844.84899710907
"FDG58","OUT027",4186.70155555556
"FDK33","OUT017",3507.88839071397
"NCD07","OUT045",1902.37839303548
"NCX29","OUT027",3931.16655555556
"NCT42","OUT013",2440.05963521682
"DRN59","OUT035",755.11650065703
"FDI44","OUT035",1300.02551677617
"FDA45","OUT049",2931.85421791502
"FDP31","OUT045",1080.98810722733
"FDY01","OUT046",1894.67359259746
"FDT09","OUT018",2184.91954419623
"DRH03","OUT027",2580.99333333333
"FDA36","OUT018",3070.93869618922
"NCF31","OUT017",2523.34517231713
"FDG14","OUT049",2488.80187402541
"FDG28","OUT027",6683.44755555556
"FDU14","OUT049",4115.1760238721
"FDY47","OUT019",384.51161752988
"FDI56","OUT049",1487.24690367937
"DRD01","OUT013",928.744277222952
"FDM22","OUT046",902.468341655716
"FDH33","OUT013",694.859829084538
"DRZ24","OUT013",1948.30782041174
"NCQ38","OUT046",1730.91532982917
"FDO16","OUT027",2287.34722222222
"FDU07","OUT027",4062.55188888889
"NCB07","OUT013",3199.5483304862
"FDU48","OUT045",2173.40511143233
"NCM43","OUT045",2716.10664629873
"FDR31","OUT010",423.449829482072
"DRK49","OUT018",676.288693955322
"NCI30","OUT010",717.661577689243
"DRD60","OUT017",2979.99112654402
"NCG19","OUT046",3871.5075977223
"FDH12","OUT035",1727.62549189663
"FDM32","OUT035",1508.11105584757
"FDM27","OUT035",2567.62968072711
"NCU53","OUT027",4513.01433333333
"NCQ18","OUT046",1631.26613885239
"FDS10","OUT013",2946.57295282523
"FDB33","OUT027",4285.491
"FDI12","OUT013",1412.74852369689
"NCW42","OUT013",3642.60067437582
"NCC06","OUT018",2115.91848339904
"FDW02","OUT017",2070.466082523
"NCD43","OUT017",1715.59126473938
"FDM57","OUT018",1365.13140946124
"FDA58","OUT017",3896.70117660972
"FDK56","OUT046",3046.22214380201
"FDP52","OUT045",3803.06909921156
"FDW20","OUT018",2039.25539005694
"FDS52","OUT049",1651.524960841
"NCT29","OUT018",1971.29391804643
"NCL54","OUT013",2905.01572006132
"FDC05","OUT045",3261.49268891809
"FDF34","OUT035",3237.33869881735
"FDP03","OUT027",3387.50066666667
"FDD32","OUT010",244.045870916335
"FDZ10","OUT045",2097.3045803767
"FDZ40","OUT035",890.391346605344
"FDD51","OUT018",720.053407971967
"NCY30","OUT019",526.628819123506
"FDP58","OUT017",3585.07127844941
"FDV49","OUT017",4347.89257954446
"FDY24","OUT019",153.738377689243
"NCO55","OUT017",1763.25114686816
"FDR13","OUT017",1918.78481480508
"FDS51","OUT017",1020.16887336837
"FDP26","OUT045",1722.73350289093
"NCB54","OUT027",3518.02577777778
"FDF32","OUT017",3242.83601800263
"FDN31","OUT018",3111.41357227332
"DRM48","OUT017",593.56571914148
"FDN20","OUT049",2780.69274459045
"DRL01","OUT046",3835.88194275077
"FDV56","OUT049",1764.33350354796
"DRH13","OUT027",2932.59555555556
"FDA03","OUT017",2395.16979662724
"FDF47","OUT027",6094.36411111111
"FDX32","OUT046",2409.45427293035
"FDX57","OUT049",1587.45865694262
"NCA30","OUT045",3135.0050000876
"FDO49","OUT013",810.958209724047
"FDL04","OUT019",308.364060557769
"DRM48","OUT035",613.30474673675
"FDR16","OUT013",3492.52155773106
"NCC19","OUT018",3169.46276259308
"NCE42","OUT045",3873.71507897503
"FDY24","OUT017",903.550698335523
"FDH19","OUT049",2886.40181703898
"FDJ46","OUT013",2852.3783131406
"FDN45","OUT010",658.613851792829
"FDY08","OUT035",2302.62007590889
"FDZ37","OUT035",1424.82551874726
"NCT30","OUT045",779.227722864652
"DRY23","OUT018",689.405277792378
"NCZ30","OUT018",2002.02758401226
"FDC44","OUT018",1864.54525681121
"FDB45","OUT035",1721.08858392466
"FDY04","OUT013",2684.85318593955
"FDM27","OUT046",2613.68741178274
"FDZ43","OUT017",3968.38674515988
"FDT39","OUT019",442.000548207171
"NCC06","OUT019",371.61724940239
"FDL15","OUT027",4180.46766666667
"FDL57","OUT017",4236.1663935173
"FDU08","OUT046",1623.60410630749
"FDK40","OUT017",4344.08294721857
"FDQ12","OUT010",671.786199203187
"FDS48","OUT017",2486.63716066579
"FDP09","OUT045",3488.71192540517
"FDW21","OUT049",1629.05865759965
"FDY25","OUT035",2978.90876986421
"DRE13","OUT017",1406.73141011827
"FDV43","OUT019",125.233185657371
"FDD22","OUT045",1838.26932124398
"FDM46","OUT019",271.856701195219
"NCO30","OUT010",542.355174501992
"FDM25","OUT046",2858.39542671923
"NCN41","OUT049",2021.16128142795
"FDU24","OUT045",1534.90678580815
"FDZ50","OUT046",3022.71625177398
"FDP45","OUT013",4136.51720254052
"NCM54","OUT045",2075.35807152869
"FDW10","OUT019",514.13558565737
"FDP20","OUT017",2103.88425624179
"FDK32","OUT046",2484.94947380639
"FDN52","OUT049",1442.91962737626
"FDM58","OUT045",1826.75488848007
"FDZ46","OUT027",3016.84288888889
"NCA18","OUT018",1927.00940963644
"FDD35","OUT046",2004.235065265
"NCK31","OUT035",813.685485370127
"FDI40","OUT027",2736.80788888889
"FDT50","OUT019",286.703375298805
"NCT06","OUT046",2710.56655922032
"FDT31","OUT035",3090.59218799825
"FDT45","OUT049",873.379594656154
"FDT13","OUT045",3077.99539855453
"FDO50","OUT045",1496.55385519054
"NCU18","OUT010",413.009185657371
"NCR54","OUT049",3209.41784428384
"NCO18","OUT018",2932.37401230837
"FDU09","OUT045",926.017001576873
"FDT13","OUT018",3084.57507441962
"FDE09","OUT046",1845.974121682
"NCK53","OUT019",296.464905179283
"FDG45","OUT049",3508.45095300044
"DRH15","OUT035",740.917560140166
"FDO21","OUT019",656.947149003984
"FDD14","OUT027",5015.05744444444
"FDC09","OUT046",1689.87789145861
"FDH45","OUT027",1178.16688888889
"FDV32","OUT046",1070.03623674989
"FDG12","OUT035",1959.25969088918
"FDS32","OUT013",2305.90991384144
"NCL55","OUT018",4132.10224003504
"DRE01","OUT035",4006.21988138414
"DRE15","OUT049",1266.60734305738
"NCL42","OUT045",4063.18671502409
"FDP31","OUT013",1053.0244848007
"FDN33","OUT018",1538.71641813403
"FDZ59","OUT046",2711.64891590013
"FDE45","OUT010",522.824490836653
"FDJ07","OUT013",1947.83079391152
"FDQ45","OUT018",3034.23068453789
"FDM33","OUT027",5966.56122222222
"FDO15","OUT010",221.984050996016
"FDM46","OUT013",1521.74743407797
"FDR03","OUT045",3383.5654152431
"FDY49","OUT018",2737.44782496715
"FDQ60","OUT045",1954.32493399036
"FDW10","OUT049",2897.3109196233
"FDO51","OUT049",733.818089881735
"FDJ40","OUT018",1789.52708243539
"FDS20","OUT018",2997.52267288655
"FDU45","OUT013",1849.74098611476
"FDV02","OUT035",2786.66709027595
"FDN09","OUT046",3985.35572921594
"NCM55","OUT027",5082.182
"FDN23","OUT018",2379.28316925099
"FDY31","OUT010",425.595078884462
"FDW03","OUT010",312.376580079681
"FDD14","OUT046",3017.2189325887
"FDV23","OUT017",2067.73880687692
"DRI03","OUT045",2890.16868147175
"FDN13","OUT035",1633.99341449847
"FDF45","OUT027",1627.62755555556
"FDU46","OUT035",1438.54743276391
"FDB57","OUT049",3657.92473946562
"FDV12","OUT049",1638.97093929041
"FDQ58","OUT013",2486.0318304862
"NCA18","OUT017",1907.27038204117
"FDH52","OUT049",1008.65444060447
"FDM24","OUT018",2469.6254087166
"NCP43","OUT027",4931.74111111111
"NCO18","OUT019",517.453743426295
"FDM32","OUT017",1499.88646101621
"NCL07","OUT017",624.213849321069
"FDK03","OUT013",4165.52041375383
"FDP59","OUT017",1682.17309102059
"FDQ24","OUT049",4123.35785081034
"FDQ16","OUT018",1802.68643416557
"FDU44","OUT013",2642.64785510293
"FDH28","OUT010",113.334030278884
"FDV28","OUT019",104.552465338645
"FDM22","OUT045",886.019151992992
"FDR56","OUT046",3225.3044716601
"FDV39","OUT049",3237.90126110381
"FDU37","OUT019",236.036079681275
"FDQ11","OUT010",752.123971314741
"FDX02","OUT045",3677.0584368813
"NCS42","OUT018",1523.43512093736
"FDY57","OUT027",2577.26933333333
"FDB21","OUT049",3978.81882124398
"FDE28","OUT017",3781.12259036356
"FDQ55","OUT017",1863.42013223828
"FDA48","OUT049",3661.77713968463
"FDZ19","OUT045",2868.26494051686
"NCC43","OUT045",4151.88403552343
"NCV18","OUT046",1347.5998631187
"NCA42","OUT018",2616.41468742882
"FDY45","OUT046",4216.51290170828
"NCC30","OUT045",2941.68096381954
"FDM57","OUT013",1404.60946465177
"FDL09","OUT010",489.048835059761
"FDB09","OUT027",3397.45855555556
"FDT44","OUT035",1954.93026416995
"NCT06","OUT027",4472.181
"FDX26","OUT049",3015.61678151555
"FDK32","OUT013",2517.84785313184
"DRA12","OUT046",2350.84252032413
"FDO46","OUT010",550.936172111554
"FDE52","OUT013",1425.3453131406
"NCH42","OUT045",3786.61990954884
"FDV08","OUT035",691.612759045116
"FDB47","OUT018",3465.20603337714
"FDC28","OUT010",324.090415936255
"FDD22","OUT046",1871.16770056943
"FDS07","OUT027",3137.41011111111
"DRI13","OUT045",3568.66485667981
"FDG32","OUT018",3667.79425326325
"FDU14","OUT017",4116.82094283837
"FDD28","OUT019",172.389380079681
"NCP41","OUT017",1802.16663977223
"FDS08","OUT049",2879.21681099431
"FDX47","OUT045",2591.22110854139
"FDC53","OUT019",294.512599203187
"FDQ19","OUT035",3966.7418261936
"FDL14","OUT045",2547.93342102497
"FDM33","OUT019",648.559094820717
"FDA51","OUT045",1862.90033784494
"FDZ27","OUT018",800.006339246605
"FDT04","OUT046",679.058737494525
"DRC13","OUT049",2052.41474178712
"FDR16","OUT027",5845.20455555556
"FDQ03","OUT027",6430.564
"FDE38","OUT035",2759.9141282085
"DRH23","OUT027",1553.33811111111
"FDT11","OUT019",550.550285258964
"FDD09","OUT035",2955.8799043364
"FDR40","OUT045",1348.20519329829
"FDX07","OUT017",3018.34405716163
"FDR07","OUT035",1595.7260196671
"FDA51","OUT017",1879.34952750767
"FDT59","OUT019",675.20464063745
"FDF20","OUT017",3208.85528199737
"FDR13","OUT045",1889.17627341218
"FDY26","OUT049",3458.02102733246
"FDW04","OUT017",2135.61474310118
"FDK52","OUT017",3732.42311944809
"FDN60","OUT049",2585.16122706965
"FDM09","OUT019",501.063521912351
"FDP46","OUT049",1445.60413512922
"FDB50","OUT019",232.231751394422
"NCQ29","OUT049",4257.50757218572
"FDP16","OUT027",6679.79433333333
"FDX33","OUT018",2650.91521782742
"FDP07","OUT010",572.997992031873
"FDN22","OUT046",4131.5824456417
"FDF39","OUT049",4304.60489202803
"FDS21","OUT017",998.784926806833
"NCM42","OUT013",1763.20837897503
"FDK50","OUT019",479.395212749004
"DRF13","OUT027",4000.15311111111
"FDH35","OUT018",2696.8874130968
"FDP60","OUT018",1636.72069014455
"DRJ49","OUT027",3543.386
"NCT42","OUT019",434.970721912351
"FDE38","OUT049",2758.26920924223
"FDI04","OUT049",3267.50980249671
"NCH54","OUT045",2597.19545422689
"FDT56","OUT049",969.261921200175
"DRD15","OUT018",3822.20279662724
"FDV58","OUT013",3188.59646000876
"FDP21","OUT049",3077.43283626807
"FDH05","OUT013",3829.3450347788
"FDR10","OUT027",4397.89155555556
"NCP06","OUT045",2458.11097595269
"FDF33","OUT049",1751.17415181778
"DRK37","OUT013",3098.25422054315
"DRH49","OUT045",1385.99556162944
"FDT58","OUT013",2754.93660341656
"FDD41","OUT018",1716.15382702584
"FDP40","OUT018",1815.24045571616
"FDM51","OUT027",2767.61255555556
"FDO45","OUT010",253.30598247012
"FDW33","OUT010",312.368956175299
"FDY24","OUT045",890.391346605344
"FDB10","OUT010",696.587346613546
"FDM40","OUT035",2331.10349272887
"NCI06","OUT017",2975.09913753833
"FDW12","OUT019",420.911069322709
"FDX48","OUT027",4215.78577777778
"NCW05","OUT027",2915.33122222222
"FDX27","OUT017",1565.03512159439
"DRM37","OUT045",3261.49268891809
"FDA38","OUT045",3973.36426995182
"FDR36","OUT046",658.714379719667
"FDZ45","OUT046",3270.23707814279
"FDG05","OUT017",2606.58794152431
"FDK28","OUT013",4253.17814546649
"FDV47","OUT045",1410.6265782304
"FDN21","OUT045",2640.48314174332
"FDP20","OUT027",3462.72111111111
"FDI35","OUT045",2989.86064034166
"DRY23","OUT013",712.434143320193
"FDA56","OUT017",2018.99656806833
"FDB09","OUT013",2026.61583272011
"NCO26","OUT027",3194.506
"FDQ49","OUT018",2575.33448116513
"FDI52","OUT027",3332.196
"FDZ44","OUT027",3198.08844444444
"FDZ09","OUT018",2704.02965124836
"FDY03","OUT049",1860.73562448533
"NCG42","OUT017",2137.25966206746
"DRI13","OUT027",5935.82733333333
"FDQ32","OUT013",2066.65645019711
"FDW16","OUT035",1496.55385519054
"FDU27","OUT046",773.730403679369
"FDR28","OUT010",477.435282868526
"FDQ49","OUT010",463.776764940239
"FDS37","OUT046",1910.56021997372
"FDW26","OUT018",3626.67127910644
"FDX12","OUT018",3966.22203180026
"NCP06","OUT013",2479.49492251424
"FDW45","OUT010",425.888305976096
"NCN30","OUT049",1555.12283990364
"FDN24","OUT049",873.379594656154
"NCL41","OUT027",893.476888888889
"FDR02","OUT019",321.050237450199
"FDD09","OUT010",530.440771314741
"FDS33","OUT010",253.792152988048
"FDU22","OUT045",1967.52705361367
"FDI53","OUT013",2673.38152106877
"DRH01","OUT049",2891.3365739378
"FDX32","OUT013",2351.88210911082
"NCP30","OUT018",654.384953000438
"FDB60","OUT045",3222.61996390714
"FDB14","OUT049",1536.55170477442
"NCP02","OUT035",954.977444897065
"FDJ10","OUT017",2309.19975177398
"FDG34","OUT046",1818.05326714849
"NCB18","OUT017",1445.08434073587
"FDM16","OUT049",1221.11217428822
"FDW25","OUT018",1383.74531248357
"FDB35","OUT010",267.658862151394
"DRN11","OUT013",2356.25430372317
"FDF41","OUT019",727.924525896414
"FDH16","OUT045",1450.53889202803
"NCQ50","OUT018",3495.8113956636
"DRH23","OUT018",940.258709986859
"DRJ37","OUT013",2498.67138782304
"DRJ24","OUT027",5030.45977777778
"FDY16","OUT035",3017.2189325887
"FDQ27","OUT045",1730.43830332895
"FDZ33","OUT045",2444.4745977223
"FDF29","OUT045",2160.28852759527
"FDA08","OUT049",2683.72806136662
"FDG31","OUT046",1072.2009501095
"FDE34","OUT019",537.671164940239
"NCR30","OUT027",2008.17244444444
"FDV33","OUT035",4246.03590731494
"DRZ24","OUT018",1977.91636180464
"NCL54","OUT035",2854.02323210688
"FDR12","OUT049",2843.67669180902
"NCC54","OUT046",3979.38138353044
"DRN59","OUT013",755.11650065703
"FDX50","OUT019",323.496337848606
"FDV31","OUT027",4857.45166666667
"NCA29","OUT027",4704.28855555555
"FDW60","OUT049",2908.82535238721
"FDX08","OUT017",3000.85527871222
"DRD49","OUT013",3889.51617056505
"FDD33","OUT046",3804.10868799825
"FDW35","OUT013",694.902596977661
"FDJ36","OUT017",1693.16772939115
"FDV51","OUT035",2736.88526268068
"FDW36","OUT046",1751.21691971091
"FDH35","OUT046",2718.27135965834
"NCS30","OUT027",3565.16377777778
"FDN49","OUT017",629.148606219886
"FDL08","OUT018",4046.73752536137
"FDI09","OUT013",3949.2530477442
"FDP19","OUT018",2129.59762952256
"FDU21","OUT010",96.9285609561753
"NCP41","OUT045",1770.91317941305
"FDY10","OUT013",1852.46826176084
"FDP12","OUT018",596.898324967148
"NCN26","OUT049",1909.43509540079
"FDK44","OUT013",2869.95262737626
"FDC28","OUT049",1795.02440162067
"FDJ41","OUT027",7166.50588888889
"NCT29","OUT035",2032.15591979851
"NCH42","OUT019",669.733609561753
"FDU60","OUT018",2748.87672194481
"FDS02","OUT045",3177.64458953132
"FDC51","OUT046",2024.45111936049
"FDU03","OUT013",3004.10234875164
"FDX39","OUT045",3483.25737411301
"NCY05","OUT010",107.577396015936
"NCL06","OUT027",7076.67255555556
"FDD32","OUT035",1316.38917065265
"NCN41","OUT045",2019.51636246167
"NCX53","OUT049",2327.81365479632
"FDU57","OUT019",439.461788047809
"FDQ23","OUT046",1711.26183802015
"FDQ52","OUT045",4096.56212084976
"FDC14","OUT045",660.35929868594
"FDY09","OUT035",2908.30555799387
"FDQ28","OUT045",2573.73233009198
"FDV25","OUT046",3636.02099851073
"FDJ07","OUT035",1911.64257665353
"DRB25","OUT049",1745.15703823916
"FDK52","OUT019",660.952044621514
"FDY52","OUT027",1719.18133333333
"FDB28","OUT046",3254.35045076654
"FDT36","OUT035",593.608487034604
"FDV25","OUT017",3654.11510713973
"NCN07","OUT027",3550.55088888889
"FDC57","OUT017",3179.33227639071
"FDQ03","OUT018",3893.93113307052
"FDU23","OUT017",2748.96225773106
"NCX41","OUT035",3497.499082523
"NCD06","OUT035",768.27585238721
"FDW08","OUT045",1755.58911432326
"NCU29","OUT017",2386.38263950942
"NCE06","OUT013",2648.14517428822
"FDV52","OUT010",345.851384860558
"FDB02","OUT017",2905.53551445467
"NCR18","OUT045",705.854467455103
"FDK16","OUT049",1552.95812654402
"NCQ29","OUT010",758.660003187251
"FDZ01","OUT019",303.487107569721
"FDW27","OUT035",2583.03928160315
"FDD17","OUT018",3913.10759837933
"FDW39","OUT013",2905.53551445467
"DRH59","OUT045",1194.83623872098
"FDS52","OUT013",1672.90890740254
"FDU40","OUT027",5315.079
"NCF54","OUT013",2856.27348125274
"FDH46","OUT045",1691.52281042488
"NCP14","OUT049",1704.63939426194
"FDH50","OUT049",3046.8274739816
"DRF15","OUT010",450.203282868526
"FDV27","OUT027",2380.62144444444
"NCJ06","OUT049",1976.83400512484
"FDN02","OUT018",3379.71301502409
"FDQ51","OUT049",756.198857336838
"FDQ07","OUT017",3663.98462093736
"FDS45","OUT049",1729.83297314936
